epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
123,1455.13,0.29409,0.34535,0.11969,0.95335,0.92287,0.9767,0.66874,0.35275,0.39834,0.22328,0.00324035,0.00324035,0.00324035
124,1466.85,0.25756,0.32578,0.10991,0.94266,0.93548,0.96928,0.66961,0.35307,0.40225,0.2196,0.0032155,0.0032155,0.0032155
125,1478.52,0.27618,0.33193,0.12364,0.92425,0.94468,0.96875,0.6592,0.36544,0.40449,0.23303,0.00319058,0.00319058,0.00319058
126,1490.07,0.25911,0.32203,0.11114,0.95004,0.94049,0.97985,0.66229,0.36204,0.40556,0.22646,0.00316558,0.00316558,0.00316558
127,1502.25,0.26682,0.3331,0.11488,0.9504,0.93978,0.97906,0.67242,0.35217,0.39468,0.22014,0.00314051,0.00314051,0.00314051
128,1513.82,0.27591,0.33602,0.11451,0.93455,0.95186,0.97537,0.65348,0.36957,0.4108,0.22762,0.00311537,0.00311537,0.00311537
129,1525.35,0.26364,0.33069,0.11379,0.94097,0.92566,0.97392,0.67904,0.34944,0.38416,0.213,0.00309017,0.00309017,0.00309017
130,1537.19,0.27371,0.33563,0.11342,0.92934,0.93118,0.97451,0.65844,0.36799,0.40748,0.23207,0.0030649,0.0030649,0.0030649
131,1548.87,0.2745,0.33614,0.11695,0.93086,0.92648,0.97471,0.66273,0.36133,0.40616,0.2262,0.00303958,0.00303958,0.00303958
132,1560.57,0.24434,0.31193,0.11353,0.92427,0.94492,0.9731,0.66596,0.36325,0.40167,0.22611,0.0030142,0.0030142,0.0030142
133,1572.19,0.28484,0.33947,0.11829,0.93454,0.921,0.97148,0.65194,0.36961,0.39939,0.23079,0.00298877,0.00298877,0.00298877
134,1584.07,0.26481,0.33127,0.1141,0.92898,0.93763,0.96599,0.64843,0.37945,0.40327,0.24105,0.00296328,0.00296328,0.00296328
135,1595.88,0.25851,0.32521,0.1109,0.9322,0.94625,0.97688,0.67646,0.35242,0.40138,0.21953,0.00293775,0.00293775,0.00293775
136,1607.63,0.26605,0.32654,0.11137,0.93602,0.93118,0.97675,0.68816,0.33858,0.39176,0.21057,0.00291218,0.00291218,0.00291218
137,1619.26,0.25616,0.32448,0.107,0.94298,0.92465,0.9725,0.6629,0.36216,0.40506,0.22991,0.00288656,0.00288656,0.00288656
138,1631.82,0.23495,0.31115,0.10155,0.93759,0.937,0.97817,0.7042,0.32378,0.39409,0.19456,0.0028609,0.0028609,0.0028609
139,1644.7,0.24968,0.31868,0.10767,0.94174,0.93333,0.97668,0.68403,0.34663,0.40041,0.21002,0.0028352,0.0028352,0.0028352
140,1656.37,0.24466,0.31637,0.10482,0.94686,0.93333,0.97704,0.67722,0.3533,0.40198,0.21758,0.00280947,0.00280947,0.00280947
141,1668.42,0.25318,0.32098,0.10892,0.95433,0.91828,0.97768,0.67835,0.34423,0.40343,0.21479,0.00278371,0.00278371,0.00278371
142,1680.27,0.22471,0.30256,0.09848,0.94373,0.93763,0.97391,0.68366,0.34101,0.40906,0.20767,0.00275792,0.00275792,0.00275792
